wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
1063,1062,228,1,0.146532773,0,0.060390072,4,1062,wood,Parkwood,MD,39.0198318,-77.0913671
1064,1063,233,0.9743475,0.0256525,0,0.096124435,7,1063,wood,Riderwood,MD,39.4092731,-76.6485812
1065,1064,228,1,0.412065732,0,0.060390072,4,1064,wood,Rollingwood,MD,38.9834435,-77.0685887
1067,1066,228,0.882111699,0.117888301,0,0.060390072,4,1066,wood,Springwood,MD,39.0634422,-77.0199771
1069,1068,233,0.790634791,0.209365209,0,0.096124435,7,1068,wood,Wellwood,MD,39.376773,-76.6910825
1070,1069,228,1,0.1578063,0,0.060390072,4,1069,wood,Westwood,MD,38.9662216,-77.1085895
1073,1072,233,0.473231537,0.526768463,0,0.096124435,7,1072,wood,Elmwood,MD,39.3523294,-76.5221865
1074,1073,233,0.473231537,0.526768463,0,0.096124435,7,1073,wood,Urbanwood,MD,39.3159409,-76.4730176
1075,1074,233,0.881020152,0.118979848,0,0.096124435,7,1074,wood,Eudowood,MD,39.3989956,-76.5871897
1076,1075,215,1,0,1,0.012687654,2,1075,wood,Beechwood,MD,38.746505,-76.0621629
1077,1076,215,1,0,1,0.012687654,2,1076,wood,Bristolwood,MD,38.6320614,-76.0071605
1078,1077,215,1,0,1,0.012687654,2,1077,wood,North Glenwood,MD,38.7795604,-76.0941089
1079,1078,215,1,0,1,0.012687654,2,1078,wood,South Beechwood,MD,38.744005,-76.0635519
1081,1080,233,0.458382713,0.541617287,0,0.096124435,7,1080,wood,Lyonswood,MD,39.3909387,-76.8010863
1082,1081,233,0.9743475,0.0256525,0,0.096124435,7,1081,wood,Boxwood,MD,39.4228841,-76.6552484
1083,1082,233,0.9743475,0.0256525,0,0.096124435,7,1082,wood,Brightwood,MD,39.404273,-76.6669152
1084,1083,233,0.9743475,0.0256525,0,0.096124435,7,1083,wood,Brookwood,MD,39.4037173,-76.6827492
1085,1084,233,0.772108037,0.227891963,0,0.096124435,7,1084,wood,Fallswood,MD,39.4459394,-76.6791384
1087,1086,233,0.513023454,0.486976546,0,0.096124435,7,1086,wood,Caveswood,MD,39.4264947,-76.7488633
1088,1087,233,0.4782679,0.5217321,0,0.096124435,7,1087,wood,Sherwood,MD,39.4862172,-76.6338594
1089,1088,233,0.779522699,0.220477301,0,0.096124435,7,1088,wood,Valleywood,MD,39.4467729,-76.6416369
1090,1089,230,0.640286227,0.359713773,0,0.062314245,4,1089,wood,Merrywood,MD,39.4589962,-76.4302401
1091,1090,230,0.516663602,0.483336398,0,0.062314245,4,1090,wood,Regwood,MD,39.4692738,-76.4491297
1093,1092,233,0.416654725,0.583345275,0,0.096124435,7,1092,wood,Windwood,MD,39.2645508,-76.7596948
1094,1093,233,0.416654725,0.583345275,0,0.096124435,7,1093,wood,Wynnewood,MD,39.2348292,-76.6969143
1097,1096,225,1,0,1,0.005785765,2,1096,wood,Smallwood,MD,39.5128796,-76.9744254
1101,1100,228,1,0.487087167,0,0.060390072,4,1100,wood,Brentwood,MD,38.9431667,-76.9566415
1102,1101,228,0.664433927,0.335566073,0,0.060390072,4,1101,wood,Edgewood,MD,39.0151098,-76.9163629
1103,1102,228,0.742281268,0.257718732,0,0.060390072,4,1102,wood,Hollywood,MD,39.012332,-76.9252521
1104,1103,228,1,0.492905206,0,0.060390072,4,1103,wood,Kirkwood,MD,38.9595552,-76.9683086
1105,1104,228,0.823428062,0.176571938,0,0.060390072,4,1104,wood,Knollwood,MD,39.0259429,-76.9580308
1107,1106,228,0.971303853,0.028696147,0,0.060390072,4,1106,wood,North Brentwood,MD,38.9453888,-76.9516414
1108,1107,233,0.802254529,0.197745471,0,0.096124435,7,1107,wood,Ramblewood,MD,39.3628847,-76.5869114
1109,1108,223,0.99736713,0.00263287,0,0.000178611,7,1108,wood,Westwood,MD,38.6565071,-76.739689
1110,1109,213,0.609809539,0.390190461,0,0.168517346,8,1109,wood,Danwood,MD,38.4265056,-75.5540902
1111,1110,213,1,0,1,0.168517346,8,1110,wood,Hollywood,MD,38.324285,-75.5513116
1112,1111,213,1,0,1,0.168517346,8,1111,wood,Kaywood,MD,38.3537289,-75.5474228
1113,1112,213,0.734443579,0.265556421,0,0.168517346,8,1112,wood,Kirkwood,MD,38.4020618,-75.60937
1114,1113,213,1,0,1,0.168517346,8,1113,wood,North Kaywood,MD,38.3606733,-75.5454783
1115,1114,213,0.76231378,0.23768622,0,0.168517346,8,1114,wood,Northwood,MD,38.3951174,-75.58298
1116,1115,213,0.76231378,0.23768622,0,0.168517346,8,1115,wood,Westwood,MD,38.3787289,-75.6038141
1117,1116,213,1,0,1,0.168517346,8,1116,wood,Crestwood,MD,38.3592844,-75.5504785
1121,1120,223,1,0,1,0.000178611,7,1120,wood,Cedarwood,MD,38.743172,-76.6580188
1122,1121,223,1,0,1,0.000178611,7,1121,wood,Crestwood,MD,38.7406723,-76.6316284
1123,1122,223,1,0,1,0.000178611,7,1122,wood,Briarwood,MD,38.6584521,-76.6357945
1125,1124,223,1,0,1,0.000178611,7,1124,wood,Chippingwood,MD,38.4867896,-76.5277319
1127,1126,223,1,0,1,0.000178611,7,1126,wood,Tanglewood,MD,38.5845654,-76.5393997
1129,1128,224,1,0,1,0.072679202,8,1128,wood,Briarwood,MD,38.6517842,-76.9555291
1130,1129,224,0.866823029,0.133176971,0,0.072679202,8,1129,wood,Charowood,MD,38.5195657,-76.976918
1131,1130,224,0.697833596,0.302166404,0,0.072679202,8,1130,wood,Ellenwood,MD,38.5217881,-76.9413613
1132,1131,224,1,0,1,0.072679202,8,1131,wood,Hillwood,MD,38.5778973,-76.9899743
1133,1132,224,0.794055363,0.205944637,0,0.072679202,8,1132,wood,Northwood,MD,38.64734,-76.9038609
1134,1133,224,0.699039419,0.300960581,0,0.072679202,8,1133,wood,Oakwood,MD,38.567342,-77.0335866
1136,1135,224,0.989068549,0.010931451,0,0.072679202,8,1135,wood,Quailwood,MD,38.5334541,-76.9935854
1137,1136,224,1,0,1,0.072679202,8,1136,wood,Deerwood,MD,38.6167852,-76.9649737
1138,1137,224,1,0,1,0.072679202,8,1137,wood,Oakwood,MD,38.6165074,-76.9613625
1139,1138,224,0.473194542,0.526805458,0,0.072679202,8,1138,wood,Bellewood,MD,38.612619,-76.8533034
1143,1142,225,1,0,1,0.005785765,2,1142,wood,Lynwood,MD,39.578436,-76.8955343
1144,1143,225,1,0,1,0.005785765,2,1143,wood,Village of Peachwood,MD,39.5264918,-76.8997013
1147,1146,225,1,0,1,0.005785765,2,1146,wood,Wellwood,MD,39.4853797,-76.9894256
1151,1150,223,1,0,1,0.000178611,7,1150,wood,Wildwood,MD,38.3917912,-76.5763461
1154,1153,230,0.529441046,0.470558954,0,0.062314245,4,1153,wood,Bramblewood,MD,39.563163,-76.2669012
1155,1154,230,0.666044172,0.333955828,0,0.062314245,4,1154,wood,Brierwood,MD,39.5403851,-76.327459
1156,1155,229,1,0,1,0.045665001,1,1155,wood,Foxwood,MD,39.5531616,-76.5066322
1157,1156,230,0.666044172,0.333955828,0,0.062314245,4,1156,wood,Glenwood,MD,39.5153855,-76.3219032
1158,1157,229,1,0,1,0.045665001,1,1157,wood,Hazelwood,MD,39.5598282,-76.4994097
1159,1158,230,0.580233881,0.419766119,0,0.062314245,4,1158,wood,Knollwood,MD,39.5709402,-76.3230143
1160,1159,230,0.666044172,0.333955828,0,0.062314245,4,1159,wood,Marywood,MD,39.5473291,-76.3738496
1161,1160,229,1,0,1,0.045665001,1,1160,wood,Jarrettswood,MD,39.5901058,-76.4632972
1162,1161,229,1,0,1,0.045665001,1,1161,wood,Parkwood,MD,39.5695505,-76.4674641
1163,1162,230,0.529441046,0.470558954,0,0.062314245,4,1162,wood,Carsinwood,MD,39.5301091,-76.2152327
1164,1163,230,0.593505172,0.406494828,0,0.062314245,4,1163,wood,Cedarwood,MD,39.5481625,-76.3827388
1165,1164,230,0.508180422,0.491819578,0,0.062314245,4,1164,wood,Oakwood,MD,39.540942,-76.222733
1166,1165,230,0.648068326,0.351931674,0,0.062314245,4,1165,wood,Wildwood,MD,39.5305556,-76.4
1167,1166,230,1,0,1,0.062314245,4,1166,wood,Brierwood,MD,39.4789967,-76.3544042
1168,1167,230,1,0,1,0.062314245,4,1167,wood,Dunwood,MD,39.4820519,-76.3849609
1169,1168,230,1,0,1,0.062314245,4,1168,wood,Kingswood,MD,39.4787186,-76.3869054
1170,1169,230,0.46177829,0.53822171,0,0.062314245,4,1169,wood,Meadowood,MD,39.4223304,-76.3127357
1171,1170,230,1,0,1,0.062314245,4,1170,wood,Millwood,MD,39.4973299,-76.3624603
1172,1171,230,0.508180422,0.491819578,0,0.062314245,4,1171,wood,Perrywood,MD,39.4798321,-76.2038433
1174,1173,233,1,0,1,0.096124435,7,1173,wood,Idlewood,MD,39.3701068,-76.5891338
1175,1174,233,0.403931792,0.596068208,0,0.096124435,7,1174,wood,Bethwood,MD,39.2892725,-76.851086
1176,1175,226,0.992752175,0.007247825,0,0.005477563,3,1175,wood,Heatherwood,MD,39.3223268,-76.9691446
1177,1176,233,0.422623545,0.577376455,0,0.096124435,7,1176,wood,Linwood,MD,39.2773283,-76.8052515
1178,1177,233,0.422623545,0.577376455,0,0.096124435,7,1177,wood,Maplewood,MD,39.3062166,-76.8635865
1179,1178,226,0.94320271,0.05679729,0,0.005477563,3,1178,wood,Dogwood,MD,39.1842737,-76.9258088
1180,1179,232,0.982628394,0.017371606,0,0.001886458,6,1179,wood,Flamewood,MD,39.1664962,-76.9066415
1181,1180,226,1,0,1,0.005477563,3,1180,wood,Karinwood,MD,39.2234393,-77.0021997
1182,1181,233,0.40184439,0.59815561,0,0.096124435,7,1181,wood,Point of Homewood,MD,39.2384394,-76.9016419
1185,1184,231,0.659073131,0.340926869,0,0.062752069,5,1184,wood,Homewood,MD,38.9798341,-76.5116279
1187,1186,231,0.801039981,0.198960019,0,0.062752069,5,1186,wood,Robinwood,MD,38.9542792,-76.5146829
1191,1190,231,0.699822672,0.300177328,0,0.062752069,5,1190,wood,Sandalwood,MD,39.1562192,-76.7033026
1192,1191,231,0.903454427,0.096545573,0,0.062752069,5,1191,wood,Allwood,MD,39.1801081,-76.6477452
1193,1192,231,0.903454427,0.096545573,0,0.062752069,5,1192,wood,Parkwood,MD,39.1303866,-76.6444113
1194,1193,231,0.905145173,0.094854827,0,0.062752069,5,1193,wood,Glenwood,MD,39.1589975,-76.6080213
1195,1194,231,0.802157861,0.197842139,0,0.062752069,5,1194,wood,Marwood,MD,39.1464977,-76.5905206
1197,1196,231,1,0,1,0.062752069,5,1196,wood,Brightwood,MD,39.1095537,-76.6135768
1198,1197,231,1,0,1,0.062752069,5,1197,wood,Candlewood,MD,39.0892764,-76.5855201
1199,1198,231,1,0,1,0.062752069,5,1198,wood,Chartwood,MD,39.0931651,-76.6080209
1200,1199,231,0.801039981,0.198960019,0,0.062752069,5,1199,wood,Dellwood,MD,39.0090001,-76.5274624
1201,1200,231,1,0,1,0.062752069,5,1200,wood,Hollywood,MD,39.0751099,-76.5857978
1202,1201,231,1,0,1,0.062752069,5,1201,wood,Birchwood,MD,39.0626105,-76.5024617
1203,1202,231,1,0,0,0.062752069,5,1202,wood,Berrywood,MD,39.0889988,-76.5430186
1204,1203,231,1,0,0,0.062752069,5,1203,wood,Briarwood,MD,39.0337221,-76.4621827
1205,1204,231,1,0,1,0.062752069,5,1204,wood,Cherrywood,MD,39.0587217,-76.4941281
1206,1205,231,1,0,1,0.062752069,5,1205,wood,Tanglewood,MD,39.0417776,-76.4830166
1207,1206,231,0.778095303,0.221904697,0,0.062752069,5,1206,wood,Fairwood,MD,39.1189986,-76.4896837
1208,1207,231,1,0,1,0.062752069,5,1207,wood,Lakewood,MD,39.0923323,-76.5024618
1209,1208,231,0.862033745,0.137966255,0,0.062752069,5,1208,wood,Mountain Wood,MD,39.1098321,-76.480239
1210,1209,216,1,0,1,0.014507886,5,1209,wood,Brentwood,MD,39.3792686,-77.4927646
1211,1210,216,1,0,1,0.014507886,5,1210,wood,Maplewood,MD,39.4056577,-77.4180411
1212,1211,216,1,0,1,0.014507886,5,1211,wood,Westwood,MD,39.4342689,-77.326095
1213,1212,216,1,0,1,0.014507886,5,1212,wood,Riverwood,MD,39.3545473,-77.3563737
1217,1216,228,0.624474851,0.375525149,0,0.060390072,4,1216,wood,Cherrywood,MD,39.1381631,-77.0830344
1219,1218,228,0.931585235,0.068414765,0,0.060390072,4,1218,wood,Knollwood,MD,39.0212206,-77.1574794
1221,1220,232,1,0,1,0.001886458,6,1220,wood,Cherrywood,MD,39.0967752,-76.8835849
1222,1221,232,1,0,1,0.001886458,6,1221,wood,Stonewood,MD,39.1062195,-76.8774737
1223,1222,232,1,0,1,0.001886458,6,1222,wood,Briarwood,MD,39.0812199,-76.8510838
1224,1223,232,1,0,1,0.001886458,6,1223,wood,Laurel Wood,MD,39.0464983,-76.8394165
1226,1225,224,0.558765235,0.441234765,0,0.072679202,8,1225,wood,Boniwood,MD,38.7298376,-76.9119172
1237,1236,35,0.610705648,0.389294352,0,0.010626343,1,1236,wood,Atwood,MI,45.1791709,-85.3453512
1238,1237,35,1,0,1,0.010626343,1,1237,wood,Birchwood,MI,45.5386222,-84.5375368
1239,1238,96,0.913624869,0.086375131,0,0.010857687,1,1238,wood,Birchwood,MI,41.8814312,-86.6286346
1240,1239,68,0.531057073,0.468942927,0,0.010007343,5,1239,wood,East Rockwood,MI,42.0483771,-83.2107607
1241,1240,99,1,0,1,0.103776353,2,1240,wood,Eastwood,MI,42.3030961,-85.5502836
1242,1241,96,0.723172599,0.276827401,0,0.010857687,1,1241,wood,Glenwood,MI,42.0550437,-86.0330679
1243,1242,35,0.388920686,0.611079314,0,0.010626343,1,1242,wood,Greenwood,MI,44.1761312,-84.1566651
1244,1243,31,1,0,1,0.003875592,8,1243,wood,Greenwood,MI,46.4871583,-87.7559684
1245,1244,31,1,0,1,0.003875592,8,1244,wood,Hardwood,MI,45.9616217,-87.691243
1246,1245,96,1,0,1,0.010857687,1,1245,wood,Hollywood,MI,42.0144877,-86.455853
1249,1248,99,1,0,1,0.103776353,2,1248,wood,Lakewood,MI,42.2786524,-85.5408378
1251,1250,31,0.836713586,0.163286414,0,0.003875592,8,1250,wood,Lakewood,MI,46.4968794,-87.3451406
1253,1252,35,0.388920686,0.611079314,0,0.010626343,1,1252,wood,Linwood,MI,43.7391889,-83.9622052
1254,1253,98,0.662519367,0.337480633,0,0.009852003,4,1253,wood,Lockwood,MI,41.8836602,-85.0488565
1255,1254,99,1,0,1,0.103776353,2,1254,wood,Milwood,MI,42.2592082,-85.56556
1256,1255,99,1,0,1,0.103776353,2,1255,wood,Northwood,MI,42.3328169,-85.5897303
1257,1256,35,0.542054009,0.457945991,0,0.010626343,1,1256,wood,Norwood,MI,45.2166702,-85.3814658
1258,1257,96,0.80808595,0.19191405,0,0.010857687,1,1257,wood,Oaklawn Beechwood,MI,42.8050232,-86.1144863
1259,1258,99,0.88728003,0.11271997,0,0.103776353,2,1258,wood,Oakwood,MI,42.2564295,-85.6200058
1260,1259,35,0.33477556,0.66522444,0,0.010626343,1,1259,wood,Oakwood,MI,42.8675291,-83.3366091
1261,1260,96,0.913624869,0.086375131,0,0.010857687,1,1260,wood,Pennellwood,MI,41.9258788,-86.3347377
1262,1261,68,0.539112233,0.460887767,0,0.010007343,5,1261,wood,Rockwood,MI,42.0708765,-83.2465957
1263,1262,98,0.609364088,0.390635912,0,0.009852003,4,1262,wood,Sherwood,MI,42.0014374,-85.2385898
1264,1263,96,1,0,1,0.010857687,1,1263,wood,Shorewood,MI,42.6505802,-86.2219828
1265,1264,35,0.388920686,0.611079314,0,0.010626343,1,1264,wood,Silverwood,MI,43.3233576,-83.2480026
1266,1265,68,0.555645578,0.444354422,0,0.010007343,5,1265,wood,South Rockwood,MI,42.0639323,-83.2610406
1267,1266,99,0.902788594,0.097211406,0,0.103776353,2,1266,wood,Westwood,MI,42.302817,-85.6336192
1268,1267,96,1,0,1,0.010857687,1,1267,wood,Braywood,MI,42.2628131,-86.3458589
1269,1268,35,0.388920686,0.611079314,0,0.010626343,1,1268,wood,Colwood,MI,43.6116855,-83.352176
1271,1270,35,0.357905599,0.642094401,0,0.010626343,1,1270,wood,Elmwood,MI,43.5847412,-83.2832836
1272,1271,30,1,0,1,0.007666128,7,1271,wood,Elmwood,MI,46.2221732,-88.9098574
1273,1272,31,1,0,1,0.003875592,8,1272,wood,Floodwood,MI,46.2227222,-88.0093007
1274,1273,35,0.385211024,0.614788976,0,0.010626343,1,1273,wood,Highwood,MI,43.9272451,-84.3063903
1275,1274,96,1,0,1,0.010857687,1,1274,wood,Hollywood,MI,42.4928059,-86.2389212
1277,1276,31,1,0,1,0.003875592,8,1276,wood,South Greenwood,MI,46.4729923,-87.786524
1278,1277,35,0.542054009,0.457945991,0,0.010626343,1,1277,wood,Westwood,MI,44.8516733,-85.1019971
1279,1278,96,0.92568864,0.07431136,0,0.010857687,1,1278,wood,Wildwood,MI,42.3664209,-86.2947508
1280,1279,35,1,0,1,0.010626343,1,1279,wood,Wildwood,MI,45.3630672,-84.710872
1281,1280,35,0.651827325,0.348172675,0,0.010626343,1,1280,wood,Wildwood,MI,45.2652866,-85.0022751
1282,1281,30,1,0,1,0.007666128,7,1281,wood,Basswood,MI,46.1885631,-88.8451336
1283,1282,30,1,0,1,0.007666128,7,1282,wood,Beechwood,MI,46.1596751,-88.7734654
1284,1283,30,1,0,1,0.007666128,7,1283,wood,Calderwood,MI,46.4096681,-89.0854182
1285,1284,31,0.836713586,0.163286414,0,0.003875592,8,1284,wood,Coalwood,MI,46.3405024,-86.7318219
1286,1285,30,0.677398405,0.322601595,0,0.007666128,7,1285,wood,Ethelwood,MI,46.48717,-89.7246045
1288,1287,31,0.819416036,0.180583964,0,0.003875592,8,1287,wood,Maplewood,MI,45.9688517,-86.9723632
1289,1288,30,0.677398405,0.322601595,0,0.007666128,7,1288,wood,Matchwood,MI,46.5563344,-89.3962592
1290,1289,31,0.740251231,0.259748769,0,0.003875592,8,1289,wood,Maywood,MI,45.8366335,-86.9868049
1291,1290,30,0.525567678,0.474432322,0,0.007666128,7,1290,wood,North Ironwood,MI,46.5107806,-90.1554529
1293,1292,35,0.400477002,0.599522998,0,0.010626343,1,1292,wood,Wildwood,MI,44.6847377,-84.5464119
1294,1293,98,0.592847746,0.407152254,0,0.009852003,4,1293,wood,Oakwood,MI,41.7956059,-85.5519307
1295,1294,96,0.836877023,0.163122977,0,0.010857687,1,1294,wood,Beechwood,MI,42.7969675,-86.1258752
1296,1295,35,1,0,1,0.010626343,1,1295,wood,Haakwood,MI,45.3027778,-84.6180556
1297,1296,96,1,0,1,0.010857687,1,1296,wood,Beechwood,MI,42.005,-86.2097222
1298,1297,35,1,0,1,0.010626343,1,1297,wood,Haakwood,MI,45.3027778,-84.6180556
1299,1298,27,1,0,1,0.01078807,1,1298,wood,Atwood,MN,44.8630198,-93.363838
1300,1299,27,1,0,1,0.01078807,1,1299,wood,Birchwood,MN,45.0610773,-92.9760491
1301,1300,15,0.53527214,0.46472786,0,0.004191823,2,1300,wood,Cottonwood,MN,44.6088464,-95.6741866
1303,1302,27,1,0,1,0.01078807,1,1302,wood,Dellwood,MN,45.0899665,-92.9724382
1304,1303,27,0.654943743,0.345056257,0,0.01078807,1,1303,wood,Edgewood,MN,45.5363522,-93.2307819
1305,1304,23,0.803105962,0.196894038,0,0.004085858,5,1304,wood,Glenwood,MN,45.6502394,-95.3897582
1306,1305,27,1,0,1,0.01078807,1,1305,wood,Grainwood,MN,44.7221857,-93.4393947
1307,1306,27,1,0,1,0.01078807,1,1306,wood,Greenwood,MN,44.9149631,-93.5532897
1308,1307,27,0.743873013,0.256126987,0,0.01078807,1,1307,wood,Hazelwood,MN,44.5224641,-93.2860536
1309,1308,27,1,0,1,0.01078807,1,1308,wood,Highwood,MN,44.9146882,-93.0143821
1310,1309,27,0.844579728,0.155420272,0,0.01078807,1,1309,wood,Hollywood,MN,44.9057959,-93.9713589
1311,1310,27,1,0.446031627,0,0.01078807,1,1310,wood,Linwood,MN,45.3569096,-93.1116118
1312,1311,27,1,0,1,0.01078807,1,1311,wood,Maplewood,MN,44.9530215,-92.9952153
1314,1313,27,0.878534287,0.121465713,0,0.01078807,1,1313,wood,Norwood,MN,44.7680176,-93.9274683
1316,1315,23,1,0,1,0.004085858,5,1315,wood,Richwood,MN,46.9746812,-95.8228217
1318,1317,27,1,0,1,0.01078807,1,1317,wood,Shorewood,MN,44.9007963,-93.5891242
1319,1318,23,1,0,1,0.004085858,5,1318,wood,Underwood,MN,46.2852379,-95.8708852
1320,1319,27,0.380328489,0.619671511,0,0.01078807,1,1319,wood,Wealthwood,MN,46.3630119,-93.6541361
1323,1322,23,1,0,1,0.004085858,5,1322,wood,Basswood,MN,46.4555155,-95.6933794
1324,1323,27,0.380328489,0.619671511,0,0.01078807,1,1323,wood,Silverwood,MN,47.3177164,-93.3096472
1326,1325,27,0.380328489,0.619671511,0,0.01078807,1,1325,wood,Floodwood,MN,46.9291095,-92.9196483
1327,1326,27,0.362139901,0.637860099,0,0.01078807,1,1326,wood,Lakewood,MN,46.8638261,-91.9626859
1328,1327,27,0.362139901,0.637860099,0,0.01078807,1,1327,wood,Sherwood,MN,47.4515967,-92.7410165
1329,1328,23,1,0,1,0.004085858,5,1328,wood,Inglewood,MN,46.3577778,-95.6566667
1331,1330,28,0.243681685,0.756318315,0,0.032986947,7,1330,wood,Cawood,MO,40.11277,-94.7496887
1332,1331,33,1,0,1,0.005310087,5,1331,wood,Chitwood,MO,37.0889495,-94.5488371
1334,1333,39,1,0,1,0,6,1333,wood,Edgewood,MO,39.2717121,-91.0748611
1336,1335,28,1,0,1,0.032986947,7,1335,wood,Englewood,MO,39.0869493,-94.4560634
1337,1336,36,1,0,1,0.003353034,3,1336,wood,Garwood,MO,37.0664391,-90.8779014
1339,1338,28,0.427706263,0.572293737,0,0.032986947,7,1338,wood,Greenwood,MO,38.8516751,-94.3438378
1340,1339,33,0.798269762,0.201730238,0,0.005310087,5,1339,wood,Harwood,MO,37.9561449,-94.1543896
1341,1340,33,1,0,1,0.005310087,5,1340,wood,Leawood,MO,37.037006,-94.4968907
1342,1341,28,1,0,1,0.032986947,7,1341,wood,Maywood,MO,39.0950048,-94.4455076
1344,1343,28,0.69621372,0.30378628,0,0.032986947,7,1343,wood,Oakwood,MO,39.2019473,-94.570233
1345,1344,28,0.184432549,0.815567451,0,0.032986947,7,1344,wood,Ravenwood,MO,40.3522127,-94.6738542
1348,1347,33,0.834095987,0.165904013,0,0.005310087,5,1347,wood,Lockwood,MO,37.3856044,-93.9532705
1349,1348,36,1,0,1,0.003353034,3,1348,wood,Chitwood,MO,37.1950485,-90.9726249
1351,1350,28,1,0,1,0.032986947,7,1350,wood,Eastwood,MO,39.0347277,-94.5074537
1352,1351,33,0.653319934,0.346680066,0,0.005310087,5,1351,wood,Elwood,MO,37.2281049,-93.431304
1354,1353,39,1,0,1,0,6,1353,wood,Millwood,MO,39.1028229,-91.1062549
1355,1354,39,1,0,1,0,6,1354,wood,Oakwood,MO,39.685323,-91.3968166
1356,1355,28,0.168796727,0.831203273,0,0.032986947,7,1355,wood,Wildwood,MO,40.1855567,-94.085508
1357,1356,28,0.837658615,0.162341385,0,0.032986947,7,1356,wood,Greenwood,MO,39.1900031,-94.5427323
1358,1357,28,1,0,1,0.032986947,7,1357,wood,Winnwood,MO,39.1752811,-94.5246762
1359,1358,28,0.243681685,0.756318315,0,0.032986947,7,1358,wood,Wood,MO,39.951664,-94.4532886
1360,1359,70,1,0,1,0.000338853,7,1359,wood,Dogwood,MO,36.8253318,-89.4536876
1361,1360,70,1,0,1,0.000338853,7,1360,wood,Elmwood,MO,37.2528293,-89.5814804
1362,1361,39,1,0,1,0,6,1361,wood,Elmwood,MO,39.4328239,-91.0684708
1363,1362,36,1,0,1,0.003353034,3,1362,wood,Flatwood,MO,37.2211583,-91.4476381
1366,1365,32,0.615599414,0.384400586,0,0.00541217,8,1365,wood,Rosewood,MO,40.4250194,-92.9229812
1368,1367,36,1,0,1,0.003353034,3,1367,wood,Eastwood,MO,36.8908864,-91.0329058
1370,1369,36,0.941350189,0.058649811,0,0.003353034,3,1369,wood,Gatewood,MO,36.5770048,-91.0898508
1371,1370,33,1,0,1,0.005310087,5,1370,wood,Sherwood,MO,37.4275494,-94.1774445
1372,1371,38,1,0,1,0.075437646,2,1371,wood,Brentwood,MO,38.6175522,-90.3492829
1373,1372,38,0.456524248,0.543475752,0,0.075437646,2,1372,wood,Castlewood,MO,38.5500537,-90.5537346
1374,1373,38,1,0,1,0.075437646,2,1373,wood,Crestwood,MO,38.5569974,-90.3817845
1375,1374,38,0.469600251,0.530399749,0,0.075437646,2,1374,wood,Dellwood,MO,38.749495,-90.2856687
1376,1375,38,1,0,1,0.075437646,2,1375,wood,Grantwood,MO,38.5542195,-90.3451166
1377,1376,38,0.442760719,0.557239281,0,0.075437646,2,1376,wood,Hazelwood,MO,38.7714396,-90.3709489
1378,1377,38,1,0,1,0.075437646,2,1377,wood,Kirkwood,MO,38.5833862,-90.406785
1380,1379,38,0.862043049,0.137956951,0,0.075437646,2,1379,wood,Maplewood,MO,38.6125521,-90.3245599
1381,1380,38,0.65922631,0.34077369,0,0.075437646,2,1380,wood,Westwood,MO,38.6436636,-90.439841
1382,1381,38,0.268507221,0.731492779,0,0.075437646,2,1381,wood,Wildwood,MO,38.582831,-90.6629047
1384,1383,69,0.728061287,0.271938713,0,0.007609407,2,1383,wood,Bellewood,MS,33.2317896,-90.5592576
1387,1386,75,1,0,1,0.045632143,4,1386,wood,Flowood,MS,32.3095903,-90.1389757
1388,1387,69,1,0,1,0.007609407,2,1387,wood,Greenwood,MS,33.5162315,-90.1795281
1389,1388,77,0.89777232,0.10222768,0,0.003867083,7,1388,wood,Greenwood,MS,34.2178846,-88.5100477
